USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
160610 99999 201111022055 ***   0 ***  30 BKN * * *  2.5 10 ** ** ** ** ** ** ** *   48   45 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111022100 ***   0 ***  30 BKN 2 7 0  2.5 10 ** ** ** ** ** ** ** 2   48   45 ****** *****  936.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111022155 ***   0 *** 722 SCT * * *  2.5 10 ** ** ** ** ** ** ** *   48   46 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111022200 ***   0 ***  30 BKN 8 0 0  2.5 10 ** ** ** ** ** ** ** 2   48   46 ****** *****  936.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111022255 ***   0 *** 722 SCT * * *  2.5 10 ** ** ** ** ** ** ** *   48   45 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111022300 ***   0 ***  30 BKN 8 0 0  2.5 10 ** ** ** ** ** ** ** 2   48   44 ****** *****  936.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111022355 ***   0 ***  30 BKN * * *  2.5 10 ** ** ** ** ** ** ** *   48   45 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030000 ***   0 ***  30 OVC 8 * *  2.5 10 ** ** ** ** ** ** ** 2   48   44 ****** *****  935.9 *** *** *****  0.00 ***** ***** ** 
160610 99999 201111030055 ***   0 ***  30 BKN * * *  2.5 10 ** ** ** ** ** ** ** *   48   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030100 ***   0 ***  30 OVC 8 * *  2.5 10 ** ** ** ** ** ** ** 2   48   44 ****** *****  935.4 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030155 ***   0 ***  30 BKN * * *  3.1 10 ** ** ** ** ** ** ** *   48   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030200 ***   0 ***  39 OVC 8 * *  3.1 10 ** ** ** ** ** ** ** 2   48   44 ****** *****  935.3 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030255 ***   0 ***  30 BKN * * *  3.1 10 ** ** ** ** ** ** ** *   48   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030300 ***   0 ***  39 OVC 8 * *  3.1 10 ** ** ** ** ** ** ** 2   48   44 ****** *****  935.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030355 150   2 ***  30 BKN * * *  1.9 10 ** ** ** ** ** ** ** *   48   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030400 150   2 ***  39 OVC 8 * *  1.9 10 ** ** ** ** ** ** ** 2   47   44 ****** *****  935.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030455 ***   0 ***  30 OVC * * *  1.9 10 ** ** ** ** ** ** ** *   48   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030500 ***   0 ***  30 OVC 5 * *  1.9 10 ** ** ** ** ** ** ** 2   47   44 ****** *****  935.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030555 ***   0 ***  30 BKN * * *  1.9 10 ** ** ** ** ** ** ** *   48   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030600 ***   0 ***  30 OVC 8 * *  1.9 10 ** ** ** ** ** ** ** 2   47   44 ****** *****  935.1 ***  47 ***** ***** *****  0.00 ** 
160610 99999 201111030655 120   3 ***  25 BKN * * *  1.2 10 ** ** ** ** ** ** ** *   46   46 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030700 120   3 ***  30 OVC 8 * *  1.2 10 ** ** ** ** ** ** ** 2   47   47 ****** *****  935.6 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030755 130   2 ***  25 BKN * * *  1.9 10 ** ** ** ** ** ** ** *   46   46 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030800 130   2 ***  30 OVC 8 * *  1.9 10 ** ** ** ** ** ** ** 2   47   47 ****** *****  935.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030855 020   2 ***  23 OVC * * *  1.9 10 ** ** ** ** ** ** ** *   48   48 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111030900 020   2 ***  23 OVC 5 * *  1.9 10 ** ** ** ** ** ** ** 2   48   47 ****** *****  935.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111030955 ***   0 ***  20 OVC * * *  2.5 10 ** ** ** ** ** ** ** *   48   46 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031000 ***   0 ***  20 OVC 5 * *  2.5 10 ** ** ** ** ** ** ** 2   48   47 ****** *****  935.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031055 ***   0 ***  20 BKN * * *  1.2 10 ** ** ** ** ** ** ** *   48   46 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031100 ***   0 ***  20 OVC 8 * *  1.2 10 ** ** ** ** ** ** ** 2   48   47 ****** *****  935.5 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031155 ***   0 ***  20 OVC * * *  1.2 10 ** ** ** ** ** ** ** *   48   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031200 ***   0 ***  20 OVC 8 * *  1.2 10 ** ** ** ** ** ** ** 2   49   49 ****** *****  935.1 *** *** *****  0.00 ***** ***** ** 
160610 99999 201111031255 170   2 ***  15 OVC * * *  0.7 10 ** ** ** ** ** ** ** *   48   48 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031300 170   2 ***   2 OVC 5 * *  0.7 10 ** ** ** ** ** ** ** 2   48   48 ****** *****  934.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031355 ***   0 ***   0 OBS * * *  0.1 45 ** ** ** ** ** ** ** *   46   46 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031400 ***   0 ***   0 OBS * * *  0.1 47 ** ** ** ** ** ** ** 4   47   47 ****** *****  934.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031455 ***   0 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031500 ***   0 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   45   45 ****** *****  934.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031555 ***   0 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031600 ***   0 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   45   45 ****** *****  934.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031655 300   2 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031700 300   2 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   44   44 ****** *****  933.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031755 ***   0 ***   0 OBS * * *  0.1 45 ** ** ** ** ** ** ** *   45   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031800 ***   0 ***   0 OBS * * *  0.1 47 ** ** ** ** ** ** ** 6   44   44 ****** *****  933.8  49 *** ***** ***** *****  0.12 ** 
160610 99999 201111031855 ***   0 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111031900 ***   0 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   44   44 ****** *****  933.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111031955 330   3 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   43   43 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111032000 330   3 ***   0 OBS * * *  0.0 61 ** ** ** ** ** ** ** 6   44   44 ****** *****  933.5 *** *** ***** ***** ***** ***** ** 
160610 99999 201111032055 010   2 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   43   43 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111032100 010   2 ***   0 OBS * * *  0.0 60 ** ** ** ** ** ** ** 6   43   43 ****** *****  933.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111032155 ***   0 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   43 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111032200 ***   0 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   44   44 ****** *****  933.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111032255 340   5 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   43   43 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111032300 340   5 ***   0 OBS * * *  0.0 61 ** ** ** ** ** ** ** 6   43   43 ****** *****  932.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111032355 350   3 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   43   43 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040000 350   3 ***   0 OBS * * *  0.0 61 ** ** ** ** ** ** ** 6   43   43 ****** *****  932.1 *** *** *****  0.12 ***** ***** ** 
160610 99999 201111040055 360   2 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   43   43 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040100 360   2 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   43   43 ****** *****  931.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040155 320   3 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   43   43 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040200 320   3 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   43   43 ****** *****  931.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040255 350   3 ***   0 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   43   43 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040300 350   3 ***   0 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   43   43 ****** *****  931.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040355 340   6 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   43   43 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040400 340   6 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   43   43 ****** *****  931.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040455 340   8 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   43   43 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040500 340   8 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   43   43 ****** *****  931.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040555 020   5 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   43   43 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040600 020   5 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   44   43 ****** *****  930.9 ***  43 ***** ***** *****  0.35 ** 
160610 99999 201111040655 010   5 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040700 010   5 ***   0 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   45   44 ****** *****  930.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040755 360   5 ***   0 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040800 360   5 ***   0 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   44 ****** *****  931.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040855 360   7 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111040900 360   7 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   44 ****** *****  931.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111040955 020   3 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041000 020   3 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   44 ****** *****  931.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041055 010   6 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041100 010   6 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   44 ****** *****  931.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041155 020   3 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041200 020   3 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   45 ****** *****  930.5 *** *** *****  0.47 ***** ***** ** 
160610 99999 201111041255 040   8 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041300 040   8 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   45   45 ****** *****  930.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041355 040   8 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041400 040   8 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   45   45 ****** *****  929.5 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041455 ***   0 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041500 ***   0 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   45 ****** *****  929.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041555 340   8 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041600 340   8 ***   1 OBS * * *  0.1 60 ** ** ** ** ** ** ** 6   45   45 ****** *****  929.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041655 020   7 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041700 020   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   45   45 ****** *****  929.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041755 020   5 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   45   45 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041800 020   5 ***   1 OBS * * *  0.1 60 ** ** ** ** ** ** ** 6   45   45 ****** *****  929.1  46 *** ***** ***** *****  0.63 ** 
160610 99999 201111041855 360   7 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   45   45 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111041900 360   7 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   45   45 ****** *****  929.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111041955 030  14 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   46   46 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111042000 030  14 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   46   46 ****** *****  929.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111042055 340   6 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   46   46 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111042100 340   6 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   46   46 ****** *****  929.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111042155 360   5 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   46   46 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111042200 360   5 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   46   46 ****** *****  928.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111042255 030   7 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   46   46 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111042300 030   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   47   46 ****** *****  928.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111042355 020   7 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   46   46 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050000 020   7 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   47   47 ****** *****  928.8 *** *** *****  0.43 ***** ***** ** 
160610 99999 201111050055 350   7 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   48   46 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050100 350   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   47   47 ****** *****  928.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050155 360   7 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   48   46 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050200 360   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   47   47 ****** *****  927.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050255 030   8 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   46   46 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050300 030   8 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   47   47 ****** *****  927.2 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050355 010   7 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   48   48 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050400 010   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   48   47 ****** *****  927.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050455 070   5 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   48   48 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050500 070   5 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   48   48 ****** *****  927.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050555 110   7 ***   1 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   48   48 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050600 110   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   48   48 ****** *****  927.0 ***  45 ***** ***** *****  0.59 ** 
160610 99999 201111050655 030   8 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   48   48 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050700 030   8 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   49   48 ****** *****  927.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050755 070   7 ***   1 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   48   48 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050800 070   7 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   49   49 ****** *****  927.3 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050855 050   5 ***   0 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111050900 050   5 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   49   49 ****** *****  928.3 *** *** ***** ***** ***** ***** ** 
160610 99999 201111050955 020  10 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   50   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051000 020  10 ***   0 OBS * * *  0.0 61 ** ** ** ** ** ** ** 6   49   49 ****** *****  927.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051055 040  11 ***   0 OBS * * *  0.0 63 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051100 040  11 ***   0 OBS * * *  0.0 63 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.8 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051155 030   7 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051200 030   7 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.2 *** *** *****  0.94 ***** ***** ** 
160610 99999 201111051255 010   6 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051300 010   6 ***   0 OBS * * *  0.0 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051355 040   9 ***   0 OBS * * *  0.0 61 45 ** ** ** ** ** ** *   50   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051400 040   9 ***   0 OBS * * *  0.0 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051455 070   8 ***   0 OBS * * *  0.0 63 45 ** ** ** ** ** ** *   50   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051500 070   8 ***   0 OBS * * *  0.0 63 ** ** ** ** ** ** ** 6   49   49 ****** *****  928.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051555 090  15 ***   0 OBS * * *  0.0 63 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051600 090  15 ***   0 OBS * * *  0.0 63 ** ** ** ** ** ** ** 6   49   49 ****** *****  928.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051655 040  11 ***   0 OBS * * *  0.0 63 45 ** ** ** ** ** ** *   50   50 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051700 040  11 ***   0 OBS * * *  0.0 63 ** ** ** ** ** ** ** 6   49   49 ****** *****  929.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051755 070  10 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051800 070  10 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   49   49 ****** *****  929.4  50 *** ***** ***** *****  1.57 ** 
160610 99999 201111051855 010  16 ***   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111051900 010  16 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   49   49 ****** *****  929.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111051955 010  16  29   0 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   48   48 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111052000 010  16 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   48   48 ****** *****  928.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111052055 010  18 ***   0 OBS * * *  0.2 61 45 ** ** ** ** ** ** *   46   46 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111052100 010  18 ***   3 OBS * * *  0.2 61 ** ** ** ** ** ** ** 6   46   46 ****** *****  928.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111052155 020  16 ***   0 OBS * * *  0.2 51 45 ** ** ** ** ** ** *   46   46 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111052200 020  16 ***   3 OBS * * *  0.2 51 ** ** ** ** ** ** ** 6   47   47 ****** *****  928.7 *** *** ***** ***** ***** ***** ** 
160610 99999 201111052255 050  15 ***   0 OBS * * *  0.1 51 45 ** ** ** ** ** ** *   48   48 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111052300 050  15 ***   1 OBS * * *  0.1 50 ** ** ** ** ** ** ** 5   48   48 ****** *****  928.6 *** *** ***** ***** ***** ***** ** 
160610 99999 201111052355 040  17  29   0 OBS * * *  0.1 51 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060000 040  17 ***   1 OBS * * *  0.1 50 ** ** ** ** ** ** ** 6   49   49 ****** *****  928.4 *** *** *****  0.31 ***** ***** ** 
160610 99999 201111060055 060  15 ***   0 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060100 060  15 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   49   49 ****** *****  928.3 *** *** ***** ***** ***** ***** ** 
160610 99999 201111060155 050  13 ***   0 OBS * * *  0.1 63 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060200 050  13 ***   1 OBS * * *  0.1 63 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.5 *** *** ***** ***** ***** ***** ** 
160610 99999 201111060255 060  11  24   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060300 060  11 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.1 *** *** ***** ***** ***** ***** ** 
160610 99999 201111060355 040  15  26   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060400 040  15 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  928.0 *** *** ***** ***** ***** ***** ** 
160610 99999 201111060455 060  14  26   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060500 060  14 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  927.9 *** *** ***** ***** ***** ***** ** 
160610 99999 201111060555 050  14  28   0 OBS * * *  0.1 61 45 ** ** ** ** ** ** *   50   50 ****** 29.80 ****** *** *** ***** ***** ***** ***** ** 
160610 99999 201111060600 050  14 ***   1 OBS * * *  0.1 61 ** ** ** ** ** ** ** 6   50   50 ****** *****  927.9 ***  46 ***** ***** *****  0.94 ** 
